gene	n_sections_tested	n_sections_fdr_lt_0_05	n_sections_auc_gt_0_60	median_log2fc	max_log2fc	median_auc	max_auc	median_pct_positive_icaf	median_pct_positive_other	min_fdr	top_section	top_section_fdr
RFC5	8	1	0	-0.7599445070343255	0.21012356593437279	0.48972890419975174	0.5088442016040606	0.03245513554791905	0.06393962650883044	0.034635029637845725	IU_PDA_T3	0.034635029637845725
TMEM106C	8	1	0	-0.7602637135590589	1.3426473110339516	0.4895929784123734	0.5637225990366657	0.018709431080565102	0.03201371222407774	0.01414587892146228	IU_PDA_T3	0.01414587892146228
LRRC75B	8	1	0	-0.7619932495149001	0.5001439708695162	0.48319560425700725	0.5459538339081985	0.060180995475113123	0.05629429731246655	0.0003376546477783018	IU_PDA_T12	0.0003376546477783018
SAMD10	8	1	0	-0.763311259316012	0.03793089411578118	0.4935915985016156	0.5244519807333137	0.01656978869635154	0.023197341079932425	0.03399684090470738	IU_PDA_T3	0.03399684090470738
IGSF8	8	1	0	-0.7633821574223533	-0.2313709074440806	0.46687942037895314	0.487041698419663	0.08608247422680412	0.15548844159098008	1.0469445697462408e-06	IU_PDA_T3	1.0469445697462408e-06
PDE8B	8	1	0	-0.7637203043381053	2.244295503163351	0.5009381320299646	0.5768209967561191	0.014387464387464386	0.008041000396609613	0.03990498367315802	IU_PDA_T6	0.03990498367315802
MAGEF1	8	1	0	-0.7647624260789125	1.2816634359198211	0.4801258542908473	0.5172794117647059	0.15620782726045884	0.1657867133321888	2.3329405219373996e-12	IU_PDA_T3	2.3329405219373996e-12
EMC8	8	1	1	-0.7652586979868125	0.9513749426644912	0.48255577887891665	0.6470805072250073	0.05908009516256939	0.08935413717700028	3.7163904548976896e-05	IU_PDA_T3	3.7163904548976896e-05
FANCA	8	1	1	-0.7655523751427212	1.0056453382340669	0.49466833274252103	0.63150004914971	0.04487568223165555	0.07425951081982202	2.66924572821001e-05	IU_PDA_T3	2.66924572821001e-05
HCN3	8	1	0	-0.7657954016529637	0.6463825484545797	0.49432365961602	0.5194632851666175	0.02786377708978328	0.04601475535617769	0.0012688425463169223	IU_PDA_T3	0.0012688425463169223
AVL9	8	1	1	-0.7658253153710752	0.28592711045878855	0.4618330323692581	0.6409613683279268	0.1225085910652921	0.20162672990923974	0.00020716249169204477	IU_PDA_T3	0.00020716249169204477
MIA3	8	1	0	-0.765861946109688	1.274861832461703	0.4788440051351839	0.5131611197110423	0.082579185520362	0.11470697634635627	8.623040508744061e-05	IU_PDA_T3	8.623040508744061e-05
RIDA	8	1	0	-0.7661639844217378	1.597898914470217	0.4814345287585022	0.5138608428446005	0.033123329515082095	0.05317381681839936	0.015546137988119383	IU_PDA_T3	0.015546137988119383
MEIS3	8	1	1	-0.766385159022954	0.5701278801022264	0.48166547832913176	0.695173498476359	0.05552541146681136	0.11893908676938432	1.0221463948396835e-07	IU_PDA_T3	1.0221463948396835e-07
FOXF2	8	1	0	-0.7667699508809954	1.2555090011243002	0.4845293847299543	0.5102172958735733	0.02341430499325236	0.05724269555699009	0.00025155711835220484	IU_PDA_T3	0.00025155711835220484
SLU7	8	1	0	-0.7674241415461198	0.36382448571946663	0.4850985240039394	0.5195179194027276	0.05011454753722795	0.10943097950470343	0.03156191069281316	IU_PDA_T3	0.03156191069281316
BCL9	8	1	0	-0.7676504165871159	0.13890936772467127	0.47868656863444514	0.5021871620957437	0.04992925005053568	0.11521664429806747	0.00044001823761074453	IU_PDA_T3	0.00044001823761074453
HOXD3	8	1	0	-0.7700578042189742	5.229533096207769	0.49868700867450627	0.5480100822499336	0.006000528680941052	0.006997192811087164	0.0012609975378530256	IU_PDA_T8	0.0012609975378530256
PES1	8	1	0	-0.7703150168403363	0.12562382587861617	0.46837007809394926	0.5086375847708781	0.12571592210767468	0.19772016320153213	0.0018679231407503522	IU_PDA_T3	0.0018679231407503522
UBL4A	8	1	0	-0.7710731964530231	-0.03900777388916652	0.4809821909372787	0.49178501874388997	0.0711208035950304	0.10248463913667269	0.010427538002754063	IU_PDA_T3	0.010427538002754063
RNF14	8	1	0	-0.7728837770873961	0.8831574886031013	0.4791461211899041	0.5292245192130001	0.08071079761258818	0.12375519481283957	0.00747388623561255	IU_PDA_T3	0.00747388623561255
ZWILCH	8	1	0	-0.7729209934115042	0.13171341609225368	0.4906706589055633	0.5082325764277991	0.021748960028938325	0.04058973748692897	0.024940840796080117	IU_PDA_T3	0.024940840796080117
NETO2	8	1	0	-0.7736064485990906	0.9351167727024517	0.4949528795023955	0.5524427405878305	0.021286750668193966	0.05258503633410652	1.9483046926230886e-05	IU_PDA_T3	1.9483046926230886e-05
DUS4L	8	1	0	-0.7736097955746808	0.6980859150513367	0.4907414036588602	0.5080753353973169	0.015273004963726612	0.034411582766722806	0.0269660210560001	IU_PDA_T3	0.0269660210560001
CD33	8	1	0	-0.7759596013900573	2.8093355129337656	0.4958014322715568	0.5402202403784683	0.03360622599555286	0.017096502780216564	0.0004330095844387856	IU_PDA_T1	0.0004330095844387856
PHETA2	8	1	0	-0.776948095398883	-0.1824151959097962	0.48184995861850854	0.5119925292440775	0.030169799878714373	0.05184125211177236	0.00017890167441948302	IU_PDA_T3	0.00017890167441948302
SNAP29	8	1	0	-0.7777691583633982	0.6599883013809711	0.4752571074580657	0.518477549669384	0.0783808368708308	0.11703978449487769	0.01753492009624114	IU_PDA_T3	0.01753492009624114
TIMM17A	8	1	0	-0.7781312829559569	1.683004823420473	0.48806159550087647	0.5331026509823978	0.10128205128205128	0.10494116908633602	0.03538469097165674	IU_PDA_T3	0.03538469097165674
GNPNAT1	8	1	0	-0.7797996091021151	1.6498786257619957	0.49021694902775415	0.5128926394749179	0.053550973654066435	0.05786433703223927	0.024932566389218466	IU_PDA_T12	0.024932566389218466
ZBTB18	8	1	0	-0.7799312212303542	0.6150951745632204	0.48550377986878757	0.504669673653489	0.06367521367521367	0.08745740535534989	0.0016466550604209295	IU_PDA_T3	0.0016466550604209295
MX1	8	1	0	-0.7824121056953923	0.38285957631028433	0.46696897240954177	0.49407004510480235	0.09674922600619196	0.1705631439831595	2.5513336469173055e-09	IU_PDA_T3	2.5513336469173055e-09
HMCN1	8	1	0	-0.7825780494429426	1.6858602735001424	0.48001430651283683	0.525582424063698	0.05224689399947132	0.10983931835104582	8.323703239501599e-11	IU_PDA_T3	8.323703239501599e-11
PRICKLE3	8	1	1	-0.7839334337317636	1.1361072378646215	0.48433549986815394	0.6142730757888528	0.034465332524762485	0.07637390056765017	0.001083007221534592	IU_PDA_T3	0.001083007221534592
LST1	8	1	0	-0.7846859510592746	0.20999927666152562	0.4780422800299402	0.5250429146556436	0.08947368421052632	0.10918920214806291	1.8053301338621575e-07	IU_PDA_T3	1.8053301338621575e-07
KREMEN1	8	1	1	-0.7851624300980865	0.8733529742916536	0.4839003593585612	0.6456305907795143	0.04939271255060729	0.09295718685457732	3.517014812247472e-05	IU_PDA_T3	3.517014812247472e-05
SH2D3A	8	1	0	-0.7854570768738035	-0.1320014747472056	0.4735419333592245	0.501523641010518	0.04745300181928441	0.10348388426742414	2.189153148993573e-05	IU_PDA_T3	2.189153148993573e-05
PRIM2	8	1	0	-0.7860439811892996	1.227354845365512	0.48763690792073927	0.5111966038737066	0.0332244008714597	0.06292975978707484	0.029344651119238487	IU_PDA_T3	0.029344651119238487
FBXL8	8	1	0	-0.7899020684349013	-0.2994390047168184	0.47340399962689966	0.5368622825125332	0.06420830029077451	0.11997366052230193	6.057860929469236e-05	IU_PDA_T3	6.057860929469236e-05
GGCX	8	1	0	-0.7899832130098584	0.9471790245478119	0.49062824426677226	0.575641403715718	0.03704265211239135	0.07181697440375939	0.03208830375632312	IU_PDA_T3	0.03208830375632312
WRAP73	8	1	0	-0.791072916507001	0.20420153973989935	0.4774467160688013	0.4941716745514214	0.04563371740448757	0.1276570171154831	5.70361743190045e-07	IU_PDA_T3	5.70361743190045e-07
RFC3	8	1	0	-0.7915648746727657	1.9514725207333903	0.4870277496412193	0.5120508886331672	0.026733373761875887	0.05345797997092132	0.02225564013872989	IU_PDA_T3	0.02225564013872989
KCNK17	8	1	0	-0.7917474493041361	1.6813911898461336	0.4983004422549281	0.5338198696546711	0.008577848268569919	0.00840354145958982	0.031187906863060433	IU_PDA_T12	0.031187906863060433
RAB38	8	1	0	-0.7922044365618952	2.4783014471922584	0.49737833561564276	0.5875033165295834	0.028774928774928772	0.02592020689942201	0.048420005657174206	IU_PDA_T8	0.048420005657174206
HIST1H2BN	8	1	1	-0.7923724553777649	0.27236507194786963	0.44411268138947557	0.6217438317113929	0.15511498810467883	0.3113708076019379	1.6916144214434694e-17	IU_PDA_T3	1.6916144214434694e-17
MUC6	8	1	0	-0.7923914036076124	1.7492162702668872	0.4952901125927932	0.5060326844175538	0.022231033571239758	0.046698790598420366	5.522082236222264e-06	IU_PDA_T12	5.522082236222264e-06
PATL1	8	1	0	-0.7939161159202037	-0.14190177407715998	0.46936769148520446	0.4865336504784118	0.048836901929685435	0.10382970890225474	3.0508059759047835e-05	IU_PDA_T3	3.0508059759047835e-05
DPM2	8	1	0	-0.7939847866061607	1.10235201936028	0.4852128140480061	0.5689078934434287	0.03570064910271096	0.0716684717827683	0.0007512827396171852	IU_PDA_T3	0.0007512827396171852
SNAPC2	8	1	0	-0.7942907343717551	4.113773513707481	0.48374131087950234	0.534810294507827	0.06460481099656358	0.07172580507848031	0.012090953396728178	IU_PDA_T3	0.012090953396728178
JPH1	8	1	0	-0.7943032643554118	2.520708973932714	0.4940043870410527	0.5432763196697139	0.01785032455135548	0.03312029241364478	0.0001360213712079845	IU_PDA_T3	0.0001360213712079845
CXXC1	8	1	0	-0.7949955410223458	0.44082269779760347	0.47977965492081565	0.5676791506930109	0.07923994340004042	0.11826153307315121	0.004366919271442009	IU_PDA_T3	0.004366919271442009
BRI3BP	8	1	0	-0.7950584551722877	3.0460756834341254	0.4794636530967454	0.5931812151764394	0.06274509803921569	0.11428000093643188	1.7547601886760278e-09	IU_PDA_T3	1.7547601886760278e-09
CDK18	8	1	0	-0.798691336660069	0.7737542177012593	0.4698971976167807	0.5805784027593526	0.08325791855203621	0.1261320706399494	4.594924439357708e-06	IU_PDA_T3	4.594924439357708e-06
TMC6	8	1	0	-0.7998805897687187	1.500092626594714	0.46762947024830137	0.5163528747389506	0.12393742087176704	0.1677490815710123	0.00524879392123749	IU_PDA_T12	0.00524879392123749
ERI2	8	1	0	-0.8002891004921141	0.044538888126110086	0.4782416766785269	0.497760740210455	0.022417153996101363	0.07306568564564578	0.01797573771569902	IU_PDA_T3	0.01797573771569902
CENPM	8	1	1	-0.8041964748943953	4.235489138085378	0.4928736828448295	0.6004620072741571	0.024861221252973832	0.05375000495004416	5.206746740895589e-06	IU_PDA_T3	5.206746740895589e-06
AFAP1L2	8	1	0	-0.8070033215819423	3.008529237406647	0.4769748647457664	0.5716111274943478	0.06850383293682263	0.1502055482955716	2.0954325682535213e-12	IU_PDA_T3	2.0954325682535213e-12
EVC	8	1	0	-0.8077268804921411	0.5575397250650327	0.47476149854277977	0.512367877083067	0.05164746310895492	0.12275187855894984	5.702972176952862e-07	IU_PDA_T3	5.702972176952862e-07
ZNF267	8	1	0	-0.8105763469778398	1.82596929024771	0.48084670135979857	0.5365673842524329	0.05573618821041501	0.09516295553228724	0.03622177336842065	IU_PDA_T12	0.03622177336842065
BAG2	8	1	0	-0.8107859738514122	2.5895040587158946	0.48983525269832284	0.5340686274509804	0.08049167327517842	0.08969397181338602	0.005598666885441155	IU_PDA_T3	0.005598666885441155
FAM219A	8	1	0	-0.8113250526818389	1.2298788402701195	0.4773627162245663	0.5232907636738906	0.052023673157693774	0.11061024433521376	5.40458675044256e-08	IU_PDA_T3	5.40458675044256e-08
CLOCK	8	1	0	-0.8123175408900378	0.19450276819782425	0.47724268900030564	0.4950757838179033	0.07184843552179418	0.10109374356166964	0.009237086972934325	IU_PDA_T3	0.009237086972934325
SPAST	8	1	0	-0.8125293222033032	0.03036084128549676	0.4884949893277005	0.5023585740787783	0.04102167182662539	0.07138026029985696	0.02892074983040493	IU_PDA_T3	0.02892074983040493
SUCO	8	1	0	-0.8139652444205684	0.2209847332263643	0.49016982691983335	0.512708941363757	0.06078509119746233	0.0767343189582668	0.04932901208251177	IU_PDA_T3	0.04932901208251177
HMMR	8	1	1	-0.8146723050801634	1.8310676162039075	0.4912792846910956	0.6236606704020446	0.02207977207977208	0.048469413743384954	0.0005455617524736868	IU_PDA_T3	0.0005455617524736868
GGT2	8	1	0	-0.8147725185671254	1.3967370382456745	0.4941416385385225	0.5702349356138798	0.014565159925984669	0.021171220343916997	0.02967209840944499	IU_PDA_T12	0.02967209840944499
H2AFX	8	1	0	-0.8162294261116161	0.5083818496845062	0.4808596297494571	0.5654182640322422	0.06255060728744939	0.09887332897734297	8.925107621734019e-07	IU_PDA_T3	8.925107621734019e-07
MASTL	8	1	0	-0.8164584863199897	-0.0023268739678837564	0.4846022093781619	0.5288017300697926	0.020427644138984347	0.0468709061348246	0.01271928329474566	IU_PDA_T3	0.01271928329474566
SS18L1	8	1	0	-0.8176442825784025	1.6914940137314143	0.47606426006850344	0.5074174406604747	0.09558690540784952	0.125887100291519	0.016576348209615288	IU_PDA_T3	0.016576348209615288
MTA3	8	1	0	-0.8180310679729635	0.3767743067359009	0.46736108307144286	0.5222491037218643	0.1179236751672997	0.18314809337124222	2.61436490951363e-05	IU_PDA_T3	2.61436490951363e-05
TMEM164	8	1	0	-0.8181569251878988	0.4322375455273988	0.4937162619569735	0.5071902361369064	0.03513084853291039	0.04993598185542874	0.04659445169755141	IU_PDA_T12	0.04659445169755141
TMEM9B	8	1	0	-0.8187375170209596	0.22443476164004703	0.4691303543002836	0.49138627808696855	0.08783100869213664	0.16496351325078423	0.02520087123484442	IU_PDA_T3	0.02520087123484442
ACKR3	8	1	0	-0.8243544363551731	1.163293584450543	0.48364461394788916	0.5074461810675317	0.0561282932416953	0.08597382138084894	7.990912439267406e-05	IU_PDA_T3	7.990912439267406e-05
TRMU	8	1	0	-0.8245696446278228	0.21550635905757815	0.4881751143919502	0.5255578492086896	0.08051810732223104	0.10273459662676583	0.004072158188483874	IU_PDA_T3	0.004072158188483874
TMEM62	8	1	1	-0.827228669855376	0.9462746687095246	0.47805619175005426	0.712523346112258	0.03274711946634323	0.08743232367573896	0.005697149217164237	IU_PDA_T3	0.005697149217164237
FAM199X	8	1	0	-0.8274965623856604	0.31999939045862724	0.46672658267571154	0.4928078250863061	0.11932035127911417	0.17521451803208385	0.006139764343893565	IU_PDA_T3	0.006139764343893565
APOBEC3B	8	1	0	-0.8282198490784654	3.459766307257952	0.4941322797775827	0.5944657426521184	0.013106928532460448	0.02877755884852906	0.03926607760982745	IU_PDA_T3	0.03926607760982745
RCN2	8	1	0	-0.8299766252627458	0.1922851433008555	0.44608013289454695	0.544873685245257	0.21340206185567012	0.311454646004923	9.617088676987687e-06	IU_PDA_T3	9.617088676987687e-06
ABHD17C	8	1	0	-0.832925256973237	1.1030525760738743	0.478995603576451	0.5306202693404108	0.04793028322440087	0.11552660549732104	4.719501815640801e-08	IU_PDA_T3	4.719501815640801e-08
FLAD1	8	1	0	-0.8330695588870894	0.7622226167479578	0.4808909914818992	0.5004741507906065	0.04672364672364672	0.08301483630741041	0.015169566719011603	IU_PDA_T3	0.015169566719011603
ABHD11	8	1	1	-0.8334466564042854	0.6958673353083501	0.47255884442072843	0.6083751105868476	0.05195681511470985	0.1685463193048543	5.219426256547206e-10	IU_PDA_T3	5.219426256547206e-10
OAS1	8	1	0	-0.8347891571539666	0.5598205490972167	0.4638303516993879	0.5140583023501066	0.09102564102564104	0.1868041816368845	1.389144540057479e-09	IU_PDA_T3	1.389144540057479e-09
NGRN	8	1	0	-0.8358513292904685	1.363764228578072	0.48988065174976103	0.5903863167207314	0.02786377708978328	0.04217082402581286	0.0021074121699258966	IU_PDA_T3	0.0021074121699258966
TOMM34	8	1	0	-0.8359444662226057	0.07458740122073142	0.4822430182003449	0.5677774501130444	0.09250594766058684	0.1317070662650377	1.3796872160937472e-06	IU_PDA_T3	1.3796872160937472e-06
NCOA6	8	1	0	-0.8367633452451626	0.22400020221607617	0.472220684536666	0.5176138681692569	0.11542348898322216	0.16321678851666754	0.0031069279731631657	IU_PDA_T3	0.0031069279731631657
KIAA1143	8	1	0	-0.8374957363083269	0.2031853052065479	0.4753839333991	0.566302958812543	0.09341792228390167	0.1324192974318502	0.02358732066605493	IU_PDA_T3	0.02358732066605493
NUDT14	8	1	0	-0.8386838453233547	0.4750103022722387	0.48253702230938433	0.5248076412841602	0.022145857197403588	0.05111537635168147	0.001348788874090661	IU_PDA_T3	0.001348788874090661
LRRFIP1	8	1	0	-0.8390779383547471	0.42501579313599747	0.4675864614848577	0.5108516847970284	0.10273105444022426	0.16043513547718696	5.237011444969046e-08	IU_PDA_T3	5.237011444969046e-08
ALG1	8	1	0	-0.8416327173449658	0.30486432896890986	0.4939752930725331	0.5182843819684855	0.034465332524762485	0.07021002523469799	0.014309701083375112	IU_PDA_T3	0.014309701083375112
ERCC5	8	1	0	-0.8426521187027288	0.34245646777175687	0.4693061375402351	0.5136720915620495	0.11982009298564786	0.21143772008380415	2.7691427737628506e-05	IU_PDA_T3	2.7691427737628506e-05
NUDT1	8	1	0	-0.8436192238787181	2.5041142583436313	0.4866032949537541	0.499846356453029	0.022608066558147948	0.04866730240580171	0.0017694034311372358	IU_PDA_T3	0.0017694034311372358
CDK14	8	1	0	-0.8437068455174651	0.34471453930154916	0.4761062328402681	0.48795443890380596	0.10042000763650248	0.15304787079200716	0.010957673912107412	IU_PDA_T3	0.010957673912107412
ZNF324B	8	1	0	-0.8443830625256582	0.49100739148812467	0.4934417703306717	0.5413349061240539	0.043695479777954	0.05579950008518832	0.011032151003541324	IU_PDA_T3	0.011032151003541324
ZHX1	8	1	0	-0.845858748043829	0.3515222526901585	0.49155133844922083	0.5194940494523771	0.07397861779305079	0.0963132347300255	0.00809251352206773	IU_PDA_T3	0.00809251352206773
DAB2IP	8	1	0	-0.8471512999670787	-0.08712582753961018	0.4648338972089613	0.49786081025948936	0.11380634728118051	0.1825890116939843	1.5860715574677296e-07	IU_PDA_T3	1.5860715574677296e-07
BORA	8	1	0	-0.8471588979384994	1.9836973118899068	0.4881779256668797	0.5142478110904749	0.02570711075865715	0.0562605264799451	0.022759504456459738	IU_PDA_T3	0.022759504456459738
MMP15	8	1	0	-0.850024280658133	1.4658613275094616	0.4798181737009781	0.5260281241708676	0.022417153996101363	0.06152165999271933	2.178976015466167e-06	IU_PDA_T3	2.178976015466167e-06
PRG4	8	1	1	-0.8506763679441027	1.8294164471015029	0.502354121527409	0.6215219172344122	0.010296061326989162	0.009464598868338687	1.7968308499568543e-14	IU_PDA_T12	1.7968308499568543e-14
IGSF6	8	1	0	-0.8529367314392111	0.4996663572393975	0.48550717422187484	0.5216503051207216	0.04171439480717831	0.055772072925833166	4.6643313615642985e-06	IU_PDA_T3	4.6643313615642985e-06
UBALD2	8	1	0	-0.8533622293952379	1.4687452673721393	0.46962281592715893	0.5256749341527656	0.10412371134020619	0.1689303710264599	9.758378237939415e-06	IU_PDA_T3	9.758378237939415e-06
VPS37C	8	1	1	-0.854147518334721	0.5780279774999478	0.4760883829450041	0.6288951145188243	0.06841200940495569	0.10451349032558085	0.022309130633073347	IU_PDA_T3	0.022309130633073347
TXNDC9	8	1	1	-0.8546826234462699	0.8907038111434789	0.47978722932414397	0.6442052491890298	0.03377645143787303	0.07744832307180956	0.004576658217465989	IU_PDA_T3	0.004576658217465989
DUOXA1	8	1	1	-0.8554062253602321	1.8490861330737112	0.4919325704119458	0.6236606704020446	0.023975680676711606	0.03795178519168861	0.00021780619197169968	IU_PDA_T3	0.00021780619197169968
DBNDD1	8	1	0	-0.8575766873011378	4.446592473409845	0.4854844570137674	0.5154741000877963	0.019515669515669513	0.03031945333187666	0.0003033654477789728	IU_PDA_T3	0.0003033654477789728
CDC20	8	1	0	-0.8583963502929697	0.9199271606746322	0.49304649356571856	0.571217929814214	0.030090497737556562	0.07323915101891533	1.7507996517422878e-07	IU_PDA_T3	1.7507996517422878e-07
