gene	n_sections_tested	n_sections_delta_gt_0	n_sections_delta_lt_0	mean_delta	median_delta	wilcox_p	wilcox_fdr
CCDC142	10	2	8	-0.0064966737993575	-0.00991083036295163	0.262192602406773	0.745071428368784
TTL	10	2	8	-0.00650120059458264	-0.0266724892044272	0.308063229907199	0.77534119209603
SBSPON	10	3	7	-0.00651109490520461	-0.00445997194620351	0.0831311427008039	0.563775516315722
LRCH4	10	3	7	-0.00651210832726078	-0.0257698032210124	0.540817904242618	0.885858208708872
FAM228B	10	3	7	-0.0065126824077807	-0.00996318290229404	0.262192602406773	0.745071428368784
C5orf46	10	2	8	-0.00651391019417164	-0.0112006885554808	0.22127181567247	0.690320734028443
PMS2	10	5	5	-0.00651532468679047	-0.00809610964896531	0.610298655976554	0.906590313775391
TCTN3	10	3	7	-0.00651727904928678	-0.0113026451154817	0.22127181567247	0.690320734028443
TMEM60	10	5	5	-0.00651892158230463	-0.00317271214821868	0.540817904242618	0.885858208708872
NCAM1	10	3	7	-0.00652919730957605	-0.00472713454508323	0.308063229907199	0.77534119209603
COX4I2	10	4	6	-0.00653891568416311	-0.00810835236983787	0.414823067184775	0.801438715296161
RBPMS2	10	2	8	-0.00654057633141888	-0.00662487376472651	0.308063229907199	0.77534119209603
SLC7A7	10	1	9	-0.00654328322461553	-0.00810191733958539	0.0414910873877316	0.522805623801352
ZNF232	10	3	7	-0.00654400258050852	-0.00946277239362983	0.153576396549984	0.639760209321045
IGHV6-1	10	1	8	-0.00654475286710456	-0.005362019741714	0.123534253752569	0.5991146130562
STK35	10	5	5	-0.00654765053491306	-0.00902919687827318	0.610298655976554	0.906590313775391
CNIH3	10	2	8	-0.00654960237727853	-0.0100360863232746	0.185143724157873	0.639760209321045
STIL	10	3	7	-0.00655302183179235	-0.00862124403037351	0.759765825978067	0.972318037896177
C5	10	2	8	-0.00655470191670735	-0.00802334893428957	0.0527870006322246	0.559405962996023
RAPGEF1	10	5	5	-0.00655613461769818	-0.00542680777976325	0.759765825978067	0.972318037896177
PIGP	10	5	5	-0.00656251929719733	-0.00684045756815616	0.610298655976554	0.906590313775391
PMM2	10	4	6	-0.00656308197174065	-0.00993033647240282	0.414823067184775	0.801438715296161
SCIMP	10	2	8	-0.00656462050239066	-0.00811333815152375	0.0190588916017305	0.476904740941323
PLEKHH3	10	4	6	-0.00656933257444967	-0.0123338040908404	0.414823067184775	0.801438715296161
GYG1	10	2	8	-0.00656936549157698	-0.0148271272717015	0.308063229907199	0.77534119209603
CCDC110	10	0	10	-0.0065707282429609	-0.00599169056335343	0.00592153702414871	0.435522904444153
ELMO1	10	2	8	-0.00658195944443821	-0.01454591551217	0.185143724157873	0.639760209321045
SNAPC4	10	2	8	-0.00658237426089709	-0.00760412062047984	0.0144328239388418	0.435522904444153
GPRIN1	10	2	8	-0.00658497807195226	-0.00609046109157696	0.153576396549984	0.639760209321045
PPBP	10	2	4	-0.00659213447931456	0	0.29450739368011	0.77534119209603
SCN2B	10	0	10	-0.00659317768858023	-0.00448493594304719	0.00592153702414871	0.435522904444153
TMEM255B	10	3	7	-0.00659405444463816	-0.0142101488289386	0.414823067184775	0.801438715296161
SLC5A4	10	0	10	-0.00659505108241046	-0.00652345747952723	0.00592153702414871	0.435522904444153
CDPF1	10	3	7	-0.0065959463194307	-0.0104408474761249	0.22127181567247	0.690320734028443
PDHX	10	5	5	-0.00659686309123563	0.00516620012804393	0.475532659596901	0.847532852165475
PCSK4	10	2	8	-0.00660224862472455	-0.00479053132754955	0.153576396549984	0.639760209321045
IL1R2	10	2	8	-0.00660329732593194	-0.00927101852113011	0.308063229907199	0.77534119209603
ITGB3	10	6	4	-0.00660525948045891	0.0126873144648758	0.838463781922464	1
QSER1	10	4	6	-0.00660966533326402	-0.00350841988659864	0.610298655976554	0.906590313775391
GPR176	10	4	6	-0.00661241960175359	-0.00554867364752116	0.475532659596901	0.847532852165475
HIF3A	10	3	7	-0.0066128982205606	-0.0231693425601142	0.358951435852626	0.801438715296161
ABCA10	10	0	10	-0.00661636734884832	-0.00491168050740049	0.00592153702414871	0.435522904444153
DSG1	10	1	6	-0.00662064357604522	-0.00100612814163899	0.204893893816379	0.690320734028443
P2RY13	10	4	6	-0.00662093960859739	-0.00671321781499615	0.308063229907199	0.77534119209603
LPP	10	6	4	-0.00662992369812046	0.0103618739478432	0.918812683274642	1
HEATR1	10	6	4	-0.00663284288288503	0.00497599431310926	0.838463781922464	1
NAP1L3	10	3	7	-0.00663758103235823	-0.00665426810565456	0.414823067184775	0.801438715296161
CRLF3	10	3	7	-0.0066385683059133	-0.00261098853522314	0.540817904242618	0.885858208708872
GTF3A	10	4	6	-0.00663979208604501	-0.0154014131207368	0.610298655976554	0.906590313775391
TICRR	10	1	9	-0.00664428224009215	-0.0077720905152426	0.0414910873877316	0.522805623801352
FUT8	10	5	5	-0.00664903184011374	-0.000882597709269829	1	1
STX10	10	4	6	-0.00665173112207029	-0.0106131131455932	0.759765825978067	0.972318037896177
EVI5L	10	3	7	-0.00665730487137356	-0.0117049020256754	0.475532659596901	0.847532852165475
FAM124A	10	3	7	-0.00666017084838029	-0.00822342700336241	0.153576396549984	0.639760209321045
FAXDC2	10	4	6	-0.00666230258939231	-0.00584584954446982	0.358951435852626	0.801438715296161
SLC16A2	10	3	7	-0.00666584557283736	-0.00816963682605427	0.185143724157873	0.639760209321045
AQR	10	3	7	-0.00667372402634633	-0.0232908600764604	0.683480902201426	0.943844307269161
KATNAL2	10	3	7	-0.00667476804772438	-0.012262335321472	0.185143724157873	0.639760209321045
FBXL17	10	4	6	-0.00668032952283524	-0.00337559704368866	0.540817904242618	0.885858208708872
GPN1	10	5	5	-0.00668284380640826	0.000112641217295078	0.683480902201426	0.943844307269161
ST3GAL3	10	1	9	-0.00668949202852635	-0.00745033286064189	0.0831311427008039	0.563775516315722
USP27X	10	2	8	-0.00669000107198196	-0.0069837995547505	0.126278928554698	0.5991146130562
YPEL2	10	3	7	-0.00669234612030971	-0.015403158661016	0.22127181567247	0.690320734028443
S1PR1	10	4	6	-0.00669487268303999	-0.0110456045971099	0.683480902201426	0.943844307269161
PEX10	10	3	7	-0.00669582248655746	-0.0130975575780208	0.185143724157873	0.639760209321045
RMI1	10	2	8	-0.00669686459697663	-0.00865776674298273	0.153576396549984	0.639760209321045
FGF14	10	0	8	-0.00669798551421343	-0.00370888326317592	0.0142661867014469	0.435522904444153
CNOT10	10	3	7	-0.00669808356625918	-0.0127361915778226	0.358951435852626	0.801438715296161
GLE1	10	3	7	-0.00670694541834742	-0.0143779634028729	0.262192602406773	0.745071428368784
COPS2	10	5	5	-0.00671308667680417	0.00470541806572781	0.683480902201426	0.943844307269161
CDK18	10	4	6	-0.00672000473516898	-0.0109475345856164	0.610298655976554	0.906590313775391
ANKRD34A	10	0	10	-0.00672286538271152	-0.00665068134479754	0.00592153702414871	0.435522904444153
PXMP4	10	3	7	-0.0067229633144491	-0.0123445447419715	0.153576396549984	0.639760209321045
C9orf78	10	2	8	-0.00672426695043946	-0.00450293516563121	0.126278928554698	0.5991146130562
YPEL1	10	3	7	-0.00672705551690428	-0.00464215623745068	0.0831311427008039	0.563775516315722
KIAA1328	10	3	7	-0.00672733881873775	-0.0122007948168369	0.262192602406773	0.745071428368784
DMRTA1	10	1	9	-0.00672898557780843	-0.00706207095717121	0.0323129112432441	0.513958086545659
BPNT1	10	3	7	-0.00672935327390806	-0.0116336407070302	0.683480902201426	0.943844307269161
PLCXD1	10	3	7	-0.00672974309870945	-0.00372007659719905	0.308063229907199	0.77534119209603
IRF4	10	3	7	-0.0067341323367656	-0.00927624938720023	0.358951435852626	0.801438715296161
NT5M	10	2	8	-0.00673674601709668	-0.00905007839457299	0.126278928554698	0.5991146130562
ACVR1	10	4	6	-0.00673864183114433	-0.0202076492095397	0.610298655976554	0.906590313775391
PES1	10	4	6	-0.00674133838389158	-0.00275434397757154	0.610298655976554	0.906590313775391
PRKD2	10	4	6	-0.00675272677985803	-0.0253975628990297	0.475532659596901	0.847532852165475
CD2	10	0	10	-0.00675668671794162	-0.0051271513780593	0.00592153702414871	0.435522904444153
TDRP	10	4	6	-0.00675834833732909	-0.015040823187757	0.475532659596901	0.847532852165475
PLCE1	10	3	7	-0.00675969819952345	-0.00670594698582047	0.22127181567247	0.690320734028443
SLC20A2	10	3	7	-0.00676386286362268	-0.00451059027035051	0.414823067184775	0.801438715296161
COX5A	10	4	6	-0.00676990298310932	-0.0274282494138419	0.540817904242618	0.885858208708872
OMA1	10	2	8	-0.00677527940986542	-0.0106323872352306	0.308063229907199	0.77534119209603
SCAP	10	4	6	-0.00677563263568378	-0.0111244583450778	0.759765825978067	0.972318037896177
PIEZO2	10	1	9	-0.00677680085900292	-0.00539024087500213	0.0414910873877316	0.522805623801352
PPFIA3	10	0	10	-0.00677739219155158	-0.0049822854656001	0.00592153702414871	0.435522904444153
EFNB3	10	2	8	-0.00678800674452917	-0.00470183403616652	0.0665457213437161	0.559405962996023
ANKS6	10	4	6	-0.00678909766336838	-0.00876720290278406	0.610298655976554	0.906590313775391
CLOCK	10	4	6	-0.00679152214879969	-0.00924909469164176	0.683480902201426	0.943844307269161
GLP2R	10	1	9	-0.00680023031770954	-0.00737153300945675	0.0190588916017305	0.476904740941323
C16orf86	10	1	9	-0.00680065157694274	-0.00865005912553039	0.0831311427008039	0.563775516315722
SORBS1	10	5	5	-0.0068008118659554	-0.0103076831925472	0.540817904242618	0.885858208708872
DCP2	10	3	7	-0.00680178617536255	-0.00930311232520804	0.185143724157873	0.639760209321045
FCGBP	10	3	7	-0.00680319441681688	-0.00908092841805834	0.475532659596901	0.847532852165475
FCSK	10	2	8	-0.00680373470577075	-0.00953042170904601	0.0831311427008039	0.563775516315722
CDNF	10	2	8	-0.0068037960941313	-0.00891052729377086	0.102917539402853	0.563775516315722
SSRP1	10	4	6	-0.00680407561723419	-0.0036842395376581	0.475532659596901	0.847532852165475
UTP15	10	2	8	-0.00681174089625877	-0.0107911575390892	0.102917539402853	0.563775516315722
TBC1D5	10	3	7	-0.00681919462631907	-0.00842575502526536	0.540817904242618	0.885858208708872
ZNF814	10	0	10	-0.00681932875044894	-0.00668991808707264	0.00592153702414871	0.435522904444153
GRIK2	10	0	10	-0.00682325136390616	-0.00415597863572593	0.00592153702414871	0.435522904444153
NSD1	10	3	7	-0.0068276153190158	-0.0196512412575823	0.414823067184775	0.801438715296161
GALNT15	10	2	8	-0.00682820804073862	-0.0032454799340306	0.126278928554698	0.5991146130562
C17orf53	10	3	7	-0.00683692826609531	-0.0139462000364645	0.308063229907199	0.77534119209603
EML4	10	2	8	-0.0068444058864151	-0.0194429330094677	0.126278928554698	0.5991146130562
RBM19	10	4	6	-0.00685883251337411	-0.0163607411960336	0.414823067184775	0.801438715296161
CHAC1	10	1	9	-0.00685902396688712	-0.00539161353352501	0.0527870006322246	0.559405962996023
TRIM32	10	4	6	-0.00686036824275177	-0.0205078079298957	0.475532659596901	0.847532852165475
EFCAB11	10	4	6	-0.00686172050739938	-0.0112364614352778	0.308063229907199	0.77534119209603
CHRDL1	10	1	9	-0.00686213338719981	-0.00516614078894351	0.0665457213437161	0.559405962996023
SGCA	10	2	8	-0.00686387063362198	-0.0114085038660734	0.308063229907199	0.77534119209603
CAND2	10	2	8	-0.00686459765192145	-0.00857741929748399	0.102917539402853	0.563775516315722
GPR39	10	4	6	-0.00686957694776019	-0.00646244306268984	0.540817904242618	0.885858208708872
LY96	10	5	5	-0.00687090730513743	0.00428059597627659	0.838463781922464	1
ARL17B	10	1	9	-0.0068761405715505	-0.00288510489348519	0.0414910873877316	0.522805623801352
SLA2	10	2	8	-0.00688066685235373	-0.0118243606060309	0.262192602406773	0.745071428368784
BACH1	10	3	7	-0.00688096684595817	-0.0184678709430991	0.358951435852626	0.801438715296161
RNF112	10	0	10	-0.00688195374948259	-0.00530746305971	0.00592153702414871	0.435522904444153
FBXL2	10	5	5	-0.00688745314855682	-0.00647268614543171	0.540817904242618	0.885858208708872
RBFA	10	3	7	-0.00689330331702894	-0.00852438300203241	0.308063229907199	0.77534119209603
DLX5	10	3	7	-0.00689727880354599	-0.00632190999199258	0.185143724157873	0.639760209321045
PYGO2	10	4	6	-0.00689960537691673	-0.0224713884783521	0.610298655976554	0.906590313775391
SCAF11	10	2	8	-0.00690486856212648	-0.0245544071641742	0.414823067184775	0.801438715296161
PLPP3	10	4	6	-0.00690973516165369	-0.013508538170276	0.358951435852626	0.801438715296161
DSTYK	10	5	5	-0.00691231234016451	0.000202464202783428	0.918812683274642	1
TCEAL7	10	3	7	-0.00691703117639167	-0.00757661917025713	0.262192602406773	0.745071428368784
SPTAN1	10	2	8	-0.00691735213583903	-0.0190084339326273	0.126278928554698	0.5991146130562
EIF2A	10	4	6	-0.00692177477003881	-0.00920704405554695	0.759765825978067	0.972318037896177
ZNF236	10	5	5	-0.00692361057147757	-1.57845991251154e-05	0.759765825978067	0.972318037896177
FAM107B	10	4	6	-0.00692579137145379	-0.0364390451929406	0.610298655976554	0.906590313775391
TGFB3	10	4	6	-0.00692716100612438	-0.00278519096955832	0.610298655976554	0.906590313775391
TEX30	10	3	7	-0.00692939879667968	-0.0101566506214624	0.153576396549984	0.639760209321045
ZNF548	10	3	7	-0.00693046273134081	-0.00456738827124673	0.308063229907199	0.77534119209603
FGD1	10	4	6	-0.00693189221668176	-0.00624971624550874	0.414823067184775	0.801438715296161
MRI1	10	5	5	-0.00693297703738724	-0.00204461787484763	0.838463781922464	1
SAMD9	10	4	6	-0.0069352408818479	-0.0265942830756053	0.683480902201426	0.943844307269161
PKIB	10	5	5	-0.0069377740662468	0.00120533807868856	0.838463781922464	1
DPP3	10	4	6	-0.0069386731276004	-0.00281725856882812	0.540817904242618	0.885858208708872
ILDR2	10	1	9	-0.00693886161642035	-0.0042022542645667	0.0323129112432441	0.513958086545659
SCRN3	10	5	5	-0.00694260435325893	-0.00352782606943052	0.683480902201426	0.943844307269161
RNF24	10	4	6	-0.00694266443730285	-0.0067233334447313	0.414823067184775	0.801438715296161
BRWD1	10	3	7	-0.00694640359055386	-0.0161976862884873	0.610298655976554	0.906590313775391
P3H4	10	4	6	-0.00695006604269033	-0.0163424061526951	0.759765825978067	0.972318037896177
SLFN12L	10	3	7	-0.00695638601823181	-0.00868724122947814	0.0323129112432441	0.513958086545659
REPS1	10	3	7	-0.00695776723510539	-0.021768402642732	0.475532659596901	0.847532852165475
MAPK4	10	0	10	-0.00696430025230945	-0.00351487431800986	0.00592153702414871	0.435522904444153
ATG9A	10	5	5	-0.0069673972379658	-0.0115296122669802	0.759765825978067	0.972318037896177
VHL	10	3	7	-0.00696987465242207	-0.0160231592665211	0.308063229907199	0.77534119209603
ZFHX4	10	3	7	-0.00697039294770886	-0.00951208596860518	0.475532659596901	0.847532852165475
IFT80	10	3	7	-0.00697276999332123	-0.019655343908456	0.308063229907199	0.77534119209603
PHETA2	10	4	6	-0.0069751851375234	-0.0241447350812357	0.475532659596901	0.847532852165475
LRRC6	10	2	8	-0.00697572643441545	-0.0106588344375986	0.126278928554698	0.5991146130562
ESCO1	10	5	5	-0.00698272799326062	-0.00149541223532284	0.683480902201426	0.943844307269161
CELA3A	10	2	7	-0.00698348878064193	-0.00971806932248881	0.343252562436031	0.801438715296161
PRKAR2A	10	4	6	-0.00698719230543844	-0.0186475563520363	0.540817904242618	0.885858208708872
DRAM2	10	4	6	-0.0069900471016935	-0.0160049283638305	0.610298655976554	0.906590313775391
ZBTB16	10	3	7	-0.00699476231787008	-0.012667101519134	0.358951435852626	0.801438715296161
ACCS	10	2	8	-0.00699513145890754	-0.0121322725152484	0.22127181567247	0.690320734028443
ZNF653	10	4	6	-0.00699534035875468	-0.00685242593078916	0.308063229907199	0.77534119209603
ZNF18	10	3	7	-0.0070004621220538	-0.0106684950300168	0.308063229907199	0.77534119209603
NAPB	10	3	7	-0.00700977822085193	-0.011576936350412	0.185143724157873	0.639760209321045
JAG1	10	4	6	-0.00701157053886213	-0.0103696722084647	0.610298655976554	0.906590313775391
PON2	10	4	6	-0.0070172551865492	-0.0564989556756608	0.358951435852626	0.801438715296161
R3HDM4	10	4	6	-0.00702811225688445	-0.00082731288406955	0.683480902201426	0.943844307269161
PXMP2	10	5	5	-0.00702864671526894	0.000549113677705004	0.610298655976554	0.906590313775391
MANBA	10	4	6	-0.00703215262572181	-0.00974653411616664	0.358951435852626	0.801438715296161
PYGO1	10	2	8	-0.00703463701821313	-0.00936806366773147	0.308063229907199	0.77534119209603
EGFL6	10	0	10	-0.00703617340698505	-0.00454121677323569	0.00592153702414871	0.435522904444153
LYN	10	4	6	-0.00703889659074476	-0.00186776922118214	0.759765825978067	0.972318037896177
GPR153	10	5	5	-0.00703889816588738	-0.00420823994174174	0.610298655976554	0.906590313775391
TTLL6	10	0	9	-0.00704413295786291	-0.00521684570791919	0.00915168885265007	0.435522904444153
ADAMTS8	10	0	10	-0.00704445980202613	-0.00638907035711634	0.00592153702414871	0.435522904444153
WNT9A	10	3	7	-0.00704935329064848	-0.00619083162847527	0.102917539402853	0.563775516315722
MAD1L1	10	3	7	-0.00705054648982428	-0.0159475694252277	0.262192602406773	0.745071428368784
ZNF638	10	4	6	-0.0070515164005368	-0.00899476131590668	0.475532659596901	0.847532852165475
SLC47A1	10	2	8	-0.00705169497101438	-0.00794630978049225	0.102917539402853	0.563775516315722
NPIPB15	10	1	5	-0.00705486768083632	-0.000929982800393487	0.208412803684149	0.690320734028443
MAZ	10	5	5	-0.00705753855322422	-0.00219047676016444	0.838463781922464	1
CHRAC1	10	5	5	-0.00705812934974729	-0.00561763179876511	0.759765825978067	0.972318037896177
NRG1	10	2	8	-0.00705874420267881	-0.00716089026697863	0.126278928554698	0.5991146130562
ZDHHC18	10	4	6	-0.00705880855922066	-0.0157031683197801	0.540817904242618	0.885858208708872
GPR174	10	0	10	-0.00705943668483358	-0.00538616499745845	0.00592153702414871	0.435522904444153
YPEL3	10	6	4	-0.00706156383237178	0.0154995107055891	0.918812683274642	1
GDPGP1	10	2	8	-0.00706650194680139	-0.015940512174677	0.308063229907199	0.77534119209603
KTI12	10	2	8	-0.00706745723695057	-0.0109275831982126	0.308063229907199	0.77534119209603
LYNX1	10	3	7	-0.00707663773856336	-0.00885262206923361	0.153576396549984	0.639760209321045
CISH	10	4	6	-0.00707802878537812	-0.0125120309342159	0.475532659596901	0.847532852165475
VSTM2L	10	4	6	-0.00708007462842999	-0.00318266420322777	0.759765825978067	0.972318037896177
CPNE5	10	3	7	-0.00708054178683303	-0.0139044704995668	0.22127181567247	0.690320734028443
TOMM6	10	4	6	-0.00708653199152055	-0.00785550129754294	0.683480902201426	0.943844307269161
URB2	10	2	8	-0.00708948151422761	-0.0141643833168961	0.22127181567247	0.690320734028443
CYHR1	10	5	5	-0.00709233210933274	0.00868891082046153	0.918812683274642	1
MTFMT	10	4	6	-0.0070930959876847	-0.00743942538840381	0.414823067184775	0.801438715296161
POLA2	10	3	7	-0.00709473540972776	-0.0126572726825035	0.414823067184775	0.801438715296161
ALS2	10	3	7	-0.00709511982776967	-0.016448499760293	0.610298655976554	0.906590313775391
KIF1A	10	0	9	-0.00710132569346697	-0.00515286734297856	0.00915168885265007	0.435522904444153
SLC44A2	10	6	4	-0.007108868235325	0.00427460800257042	0.918812683274642	1
ANKFY1	10	3	7	-0.00711069717292828	-0.0220273347431587	0.358951435852626	0.801438715296161
TRPV4	10	2	8	-0.00711213753538003	-0.0105796641612021	0.102917539402853	0.563775516315722
STRA6	10	4	6	-0.00711858416480338	-0.0272614426922725	0.475532659596901	0.847532852165475
PIGC	10	4	6	-0.00712021105079549	-0.00255811488352084	0.610298655976554	0.906590313775391
NBEA	10	3	7	-0.00712323303612604	-0.00948325968665864	0.308063229907199	0.77534119209603
LRP5L	10	2	8	-0.00712423365296695	-0.0334043224631936	0.358951435852626	0.801438715296161
HLTF	10	4	6	-0.00712564903545041	-0.0202436917541907	0.540817904242618	0.885858208708872
DUSP8	10	3	7	-0.0071369630596756	-0.0115317086719305	0.358951435852626	0.801438715296161
MYO9B	10	5	5	-0.00714103464003724	-0.00676156656668672	0.838463781922464	1
SMPDL3B	10	2	8	-0.00714107160169833	-0.00620100238090702	0.185143724157873	0.639760209321045
ZC2HC1A	10	4	6	-0.007141572684339	-0.0202278849563609	0.610298655976554	0.906590313775391
ADAM12	10	2	8	-0.00714283377911291	-0.0207702991852483	0.358951435852626	0.801438715296161
IZUMO4	10	2	8	-0.00714528898851564	-0.015061139080779	0.308063229907199	0.77534119209603
MNS1	10	2	8	-0.00715177664642038	-0.00908358206277539	0.308063229907199	0.77534119209603
NANP	10	4	6	-0.00715956058821914	-0.00498133480221446	0.475532659596901	0.847532852165475
GCNA	10	2	8	-0.00715991292595464	-0.00630995259363546	0.0144328239388418	0.435522904444153
ALDH4A1	10	3	7	-0.00716488945992119	-0.0099894602294783	0.185143724157873	0.639760209321045
CCDC18	10	2	8	-0.00716522132952564	-0.0102938667636273	0.126278928554698	0.5991146130562
PCDHGA7	10	4	6	-0.00716539347313757	-0.0175769734996361	0.308063229907199	0.77534119209603
FAM114A2	10	2	8	-0.00716782223805575	-0.0151479024759924	0.126278928554698	0.5991146130562
NUP155	10	4	6	-0.00717325575119409	-0.0182417886188154	0.540817904242618	0.885858208708872
C1QTNF1	10	3	7	-0.00717553014626648	-0.0222104129295941	0.610298655976554	0.906590313775391
MGARP	10	0	10	-0.00717907346257671	-0.00326668181042487	0.00592153702414871	0.435522904444153
GRIK5	10	1	9	-0.00718423964133891	-0.00513155022124619	0.0323129112432441	0.513958086545659
CLEC4A	10	4	6	-0.00718659722414086	-0.00871465846732149	0.414823067184775	0.801438715296161
ATG13	10	5	5	-0.0071879473426463	-0.00438421785871367	0.759765825978067	0.972318037896177
GZMM	10	0	10	-0.00718995669743225	-0.00466241461388347	0.00592153702414871	0.435522904444153
P3H3	10	3	7	-0.00719139473002221	-0.0232541174540154	0.683480902201426	0.943844307269161
GANC	10	3	7	-0.00719472289212443	-0.00878485065740559	0.262192602406773	0.745071428368784
GAPVD1	10	5	5	-0.00719730213908601	-0.00401325768560597	0.610298655976554	0.906590313775391
BMT2	10	1	9	-0.00720086644800384	-0.0111595908780925	0.0831311427008039	0.563775516315722
NAPG	10	6	4	-0.0072017050884703	0.013662328192819	0.918812683274642	1
EIF2B5	10	4	6	-0.00720406666625641	-0.024831939207658	0.262192602406773	0.745071428368784
CYSLTR1	10	2	8	-0.00720524980190948	-0.00826168719536282	0.22127181567247	0.690320734028443
BACH2	10	3	7	-0.00721333986457286	-0.00479663465102081	0.0665457213437161	0.559405962996023
PSAPL1	10	1	5	-0.0072161122703482	-0.000755611025319708	0.29450739368011	0.77534119209603
TP73	10	1	8	-0.00721691627640733	-0.00659050195482058	0.0178171887595787	0.476904740941323
SMYD4	10	3	7	-0.00722049109069981	-0.00798585270557159	0.308063229907199	0.77534119209603
PHGR1	10	1	8	-0.00722179477442922	-0.00492493450314571	0.0972010883062347	0.563775516315722
SDCCAG8	10	4	6	-0.00722215815408483	-0.000691537307465594	0.475532659596901	0.847532852165475
MPZ	10	2	8	-0.00722672572004123	-0.0133963026565107	0.126278928554698	0.5991146130562
SCRG1	10	4	6	-0.00722874831307165	-0.0110003097470792	0.540817904242618	0.885858208708872
CCDC174	10	6	4	-0.0072288512153624	0.00452197800382153	0.918812683274642	1
IPO4	10	4	6	-0.00723039060806882	-0.00860350753862162	0.262192602406773	0.745071428368784
TTC21B	10	5	5	-0.00723158402502512	-0.000508239284491816	0.414823067184775	0.801438715296161
ESPL1	10	2	7	-0.00723301104846715	-0.0118416689373697	0.0580240199462214	0.559405962996023
COX6B2	10	3	7	-0.00723597488768479	-0.0141525120004193	0.540817904242618	0.885858208708872
RPA1	10	4	6	-0.0072367726415461	-0.0026373526020613	0.540817904242618	0.885858208708872
SETDB2	10	2	8	-0.00724027420340823	-0.0127105373547361	0.153576396549984	0.639760209321045
LSM11	10	4	6	-0.00724091244985716	-0.00748453511985675	0.22127181567247	0.690320734028443
CCDC22	10	3	7	-0.00724160140573674	-0.0153921443940976	0.683480902201426	0.943844307269161
NUP107	10	3	7	-0.00724191248454584	-0.0175796871780783	0.414823067184775	0.801438715296161
TCEANC	10	1	9	-0.00724421628581588	-0.00640570488370251	0.0527870006322246	0.559405962996023
HMGN4	10	4	6	-0.00724683721859164	-0.00964953635142329	0.540817904242618	0.885858208708872
ALYREF	10	3	7	-0.00724911979284131	-0.0150222067049519	0.540817904242618	0.885858208708872
PCNA	10	6	4	-0.00725163863371669	0.0038862121729909	0.838463781922464	1
HIST1H2AD	10	5	5	-0.00725233828634913	-0.00606786426523782	0.540817904242618	0.885858208708872
CALHM2	10	3	7	-0.00725975043212641	-0.0297521915591238	0.308063229907199	0.77534119209603
ZMAT1	10	3	7	-0.00726067645759614	-0.0150890263412248	0.185143724157873	0.639760209321045
CFAP298	10	4	6	-0.00726414787817673	-0.0126804568970682	0.475532659596901	0.847532852165475
CARS	10	4	6	-0.00726727156898669	-0.0065520838945102	0.683480902201426	0.943844307269161
AP4E1	10	3	7	-0.00726956327930307	-0.0103581262272118	0.153576396549984	0.639760209321045
C11orf95	10	6	4	-0.00727259367728685	0.00448239058841797	0.683480902201426	0.943844307269161
FCGR2B	10	4	6	-0.00727402568748229	-0.017650337867294	0.414823067184775	0.801438715296161
CRP	10	2	6	-0.00727602731880205	-0.00142764960428213	0.23395283347059	0.72884344809581
TMEM107	10	3	7	-0.00728657990680677	-0.0183402914482095	0.414823067184775	0.801438715296161
NFKB1	10	4	6	-0.00729004708045586	-0.0147906588689166	0.610298655976554	0.906590313775391
CCL5	10	5	5	-0.00729740481044564	-0.0125609553531877	0.759765825978067	0.972318037896177
YTHDF2	10	4	6	-0.00729799750252491	-0.014766975602706	0.540817904242618	0.885858208708872
CLEC10A	10	2	8	-0.00729893104105777	-0.00638933200550901	0.185143724157873	0.639760209321045
ZKSCAN5	10	5	5	-0.00729959268650628	-0.000991243031219844	0.540817904242618	0.885858208708872
KIF21A	10	3	7	-0.00730317209481306	-0.00431809081365468	0.414823067184775	0.801438715296161
REEP4	10	3	7	-0.00731134185957168	-0.0134282253713682	0.540817904242618	0.885858208708872
MBTD1	10	3	7	-0.00731250962263905	-0.0307060690991371	0.308063229907199	0.77534119209603
LHX6	10	1	9	-0.00731525465434823	-0.00683674335952506	0.0665457213437161	0.559405962996023
SLC38A2	10	4	6	-0.00731552412832303	-0.0118740227423573	0.759765825978067	0.972318037896177
NAGPA	10	2	8	-0.00731828562902537	-0.00650259408466442	0.126278928554698	0.5991146130562
GPR135	10	2	8	-0.00732033884340235	-0.00905465724169119	0.153576396549984	0.639760209321045
CRTC2	10	6	4	-0.00732170569116683	0.00448341426857596	1	1
DHRS2	10	1	8	-0.00732502953536461	-0.00242040226256793	0.0972010883062347	0.563775516315722
TRIP10	10	5	5	-0.00732724100563236	-0.00954460727184854	0.838463781922464	1
DEPTOR	10	5	5	-0.00732777355095098	-0.00221051329588473	1	1
C1QTNF2	10	0	10	-0.00733099289198003	-0.00705805637603057	0.00592153702414871	0.435522904444153
CLDN7	10	4	6	-0.00733319523538963	-0.0506204170438401	0.262192602406773	0.745071428368784
RAB27A	10	4	6	-0.00733624287096983	-0.0224569157981001	0.610298655976554	0.906590313775391
RGS13	10	2	8	-0.00733900799802546	-0.00493089682225846	0.0665457213437161	0.559405962996023
CARD8	10	5	5	-0.00733991605873271	-0.00113109415425495	0.759765825978067	0.972318037896177
SLC19A1	10	2	8	-0.00733996750172353	-0.0100880025749761	0.102917539402853	0.563775516315722
TNC	10	3	7	-0.00734272042335691	-0.0235385702406983	0.759765825978067	0.972318037896177
