target_gene	orig.ident	view	value	p_value	abs_fraction
KCNJ16	IU_PDA_T6	para_ct	0.223370182679134	1.6948282786089e-06	0.186134118107868
KCNJ16	IU_PDA_T8	intra	0.0590335148365515	0.576404252543411	0.127434462762427
KCNJ16	IU_PDA_T8	juxta_ct	0.0651188748812806	0.419045591983499	0.140570807263735
KCNJ16	IU_PDA_T8	para_ct	0.339093686397435	6.55031584528842e-14	0.731994729973838
KCNJ16	IU_PDA_T9	intra	-0.00932790738161455	0.833785981617315	0.030262636889211
KCNJ16	IU_PDA_T9	juxta_ct	0.267723779696355	7.71100196632624e-05	0.868579328684923
KCNJ16	IU_PDA_T9	para_ct	-0.0311801241737483	0.60433097243869	0.101158034425866
KCNJ8	IU_PDA_T1	intra	0.201791472765032	0.000501851395304342	0.561290405713225
KCNJ8	IU_PDA_T1	juxta_ct	0.00738534294192301	0.897242756920282	0.0205426031110349
KCNJ8	IU_PDA_T1	para_ct	0.150336674477539	0.00098385380405186	0.418166991175741
KCNJ8	IU_PDA_T10	intra	0.124839833141134	0.0706707453682882	0.49389447625212
KCNJ8	IU_PDA_T10	juxta_ct	0.060705702396266	0.327250311378483	0.240165421052953
KCNJ8	IU_PDA_T10	para_ct	0.0672206708969608	0.155509925042125	0.265940102694926
KCNJ8	IU_PDA_T11	intra	0.310969191003567	1.41916258309394e-05	0.523610191818389
KCNJ8	IU_PDA_T11	juxta_ct	0.0245660968379706	0.721237224414979	0.0413644150278905
KCNJ8	IU_PDA_T11	para_ct	0.258359170025365	4.57023014099889e-07	0.435025393153721
KCNJ8	IU_PDA_T12	intra	0.208730785965606	8.40941463335909e-05	0.313892565887608
KCNJ8	IU_PDA_T12	juxta_ct	0.135063031674618	0.00801826093913238	0.203109864090153
KCNJ8	IU_PDA_T12	para_ct	0.321181427553521	3.99680288865056e-15	0.482997570022238
KCNJ8	IU_PDA_T2	intra	0.238308723285353	0.00153623851672147	0.495898367170457
